customer_id,email,phone_number,source_vendor,last_event_time,last_ingested_at
CUST-00087,user1135@shop.ng,+2348011435415,vendor_b,2023-11-25 06:15:36+00:00,2026-02-19 15:51:13+00:00
CUST-00090,user932@pulse.africa,,vendor_a,2023-08-09 03:53:00+00:00,2026-02-19 15:51:13+00:00
CUST-00094,user770@mail.com,+2348070513308,vendor_a,2023-12-30 19:27:00+00:00,2026-02-19 15:51:13+00:00
CUST-00096,,+2348079760901,vendor_b,2023-01-10 06:51:35+00:00,2026-02-19 15:51:13+00:00
CUST-00097,user520@example.com,+2348014500077,vendor_b,2023-10-27 07:51:43+00:00,2026-02-19 15:51:13+00:00
CUST-00101,user275@example.com,+2348075559230,vendor_a,2023-08-01 12:06:00+00:00,2026-02-19 15:51:13+00:00
CUST-00102,user993@example.com,+2348077196215,vendor_a,2023-01-26 20:44:00+00:00,2026-02-19 15:51:13+00:00
CUST-00106,,,vendor_b,2023-05-04 04:25:18+00:00,2026-02-19 15:51:13+00:00
CUST-00110,user943@shop.ng,+2348095899161,vendor_a,2023-11-03 20:25:00+00:00,2026-02-19 15:51:13+00:00
CUST-00113,user16@pulse.africa,+2348074840922,vendor_a,2023-05-26 09:18:00+00:00,2026-02-19 15:51:13+00:00
CUST-00114,user689@shop.ng,+2348091148205,vendor_b,2023-07-14 09:54:59+00:00,2026-02-19 15:51:13+00:00
CUST-00117,user935@pulse.africa,+2348074188958,vendor_a,2023-01-04 18:09:00+00:00,2026-02-19 15:51:13+00:00
CUST-00118,user79@mail.com,+2348029530531,vendor_a,2023-06-05 22:26:00+00:00,2026-02-19 15:51:13+00:00
CUST-00119,user277@example.com,+2348051531940,vendor_b,2023-08-08 14:36:07+00:00,2026-02-19 15:51:13+00:00
CUST-00120,user325@mail.com,+2348044113177,vendor_a,2023-10-22 10:36:00+00:00,2026-02-19 15:51:13+00:00
CUST-00121,user139@shop.ng,+2348077628209,vendor_a,2023-01-30 01:55:00+00:00,2026-02-19 15:51:13+00:00
CUST-00122,user747@mail.com,,vendor_a,2023-11-03 13:12:00+00:00,2026-02-19 15:51:13+00:00
CUST-00123,user108@mail.com,+2348079226031,vendor_a,2023-08-03 17:04:00+00:00,2026-02-19 15:51:13+00:00
CUST-00127,user1243@mail.com,+2348022270008,vendor_a,2023-11-10 07:02:00+00:00,2026-02-19 15:51:13+00:00
CUST-00130,user987@mail.com,+2348056782042,vendor_b,2023-02-14 13:54:21+00:00,2026-02-19 15:51:13+00:00
CUST-00131,user789@pulse.africa,+2348066885777,vendor_b,2023-11-13 09:05:10+00:00,2026-02-19 15:51:13+00:00
CUST-00134,user1202@pulse.africa,+2348065137801,vendor_b,2023-06-15 17:43:43+00:00,2026-02-19 15:51:13+00:00
CUST-00136,,+2348049412831,vendor_b,2023-07-18 22:17:58+00:00,2026-02-19 15:51:13+00:00
CUST-00138,user9@example.com,+2348068090825,vendor_b,2023-11-17 05:24:05+00:00,2026-02-19 15:51:13+00:00
CUST-00139,user1429@mail.com,+2348071276220,vendor_a,2023-10-14 10:52:00+00:00,2026-02-19 15:51:13+00:00
CUST-00142,user867@mail.com,+2348082125824,vendor_a,2023-04-03 15:39:00+00:00,2026-02-19 15:51:13+00:00
CUST-00148,user884@mail.com,+2348024260594,vendor_a,2023-05-29 15:56:00+00:00,2026-02-19 15:51:13+00:00
CUST-00149,user470@pulse.africa,+2348051014748,vendor_b,2023-05-08 18:02:54+00:00,2026-02-19 15:51:13+00:00
CUST-00152,user590@example.com,+2348024935479,vendor_b,2023-08-31 00:28:43+00:00,2026-02-19 15:51:13+00:00
CUST-00155,user240@example.com,+2348065098084,vendor_b,2023-07-30 18:40:30+00:00,2026-02-19 15:51:13+00:00
CUST-00156,user1249@shop.ng,+2348047369085,vendor_a,2023-11-07 18:57:00+00:00,2026-02-19 15:51:13+00:00
CUST-00157,user479@example.com,,vendor_a,2023-03-02 06:14:00+00:00,2026-02-19 15:51:13+00:00
CUST-00158,user991@pulse.africa,+2348029232735,vendor_b,2023-03-25 22:34:10+00:00,2026-02-19 15:51:13+00:00
CUST-00165,user925@pulse.africa,+2348041291228,vendor_a,2023-05-24 10:50:00+00:00,2026-02-19 15:51:13+00:00
CUST-00166,user579@example.com,+2348027327046,vendor_a,2023-07-02 05:38:00+00:00,2026-02-19 15:51:13+00:00
CUST-00167,user782@pulse.africa,+2348068719406,vendor_b,2023-06-10 19:15:37+00:00,2026-02-19 15:51:13+00:00
CUST-00171,user330@pulse.africa,+2348033536332,vendor_a,2023-11-03 12:30:00+00:00,2026-02-19 15:51:13+00:00
CUST-00175,user131@example.com,,vendor_a,2023-10-13 14:58:00+00:00,2026-02-19 15:51:13+00:00
CUST-00177,user515@shop.ng,+2348028368925,vendor_b,2023-12-19 14:59:30+00:00,2026-02-19 15:51:13+00:00
CUST-00181,user75@shop.ng,+2348035006323,vendor_b,2023-07-05 10:08:33+00:00,2026-02-19 15:51:13+00:00
CUST-00182,user663@example.com,,vendor_a,2023-07-24 10:51:00+00:00,2026-02-19 15:51:13+00:00
CUST-00183,user414@example.com,+2348023254482,vendor_b,2023-09-06 21:39:27+00:00,2026-02-19 15:51:13+00:00
CUST-00186,user1211@mail.com,+2348027756443,vendor_a,2023-12-02 14:37:00+00:00,2026-02-19 15:51:13+00:00
CUST-00187,user438@example.com,+2348081085877,vendor_b,2023-01-13 02:08:01+00:00,2026-02-19 15:51:13+00:00
CUST-00188,user196@shop.ng,+2348015860545,vendor_b,2023-06-01 21:13:35+00:00,2026-02-19 15:51:13+00:00
CUST-00189,user1313@mail.com,,vendor_a,2023-11-17 03:58:00+00:00,2026-02-19 15:51:13+00:00
CUST-00191,user375@mail.com,+2348064867187,vendor_a,2023-10-28 11:48:00+00:00,2026-02-19 15:51:13+00:00
CUST-00192,user1019@pulse.africa,+2348079696025,vendor_a,2023-10-20 13:10:00+00:00,2026-02-19 15:51:13+00:00
CUST-00195,user409@mail.com,+2348045622106,vendor_b,2023-01-30 12:38:23+00:00,2026-02-19 15:51:13+00:00
CUST-00198,user322@mail.com,+2348034077528,vendor_a,2023-12-26 03:51:00+00:00,2026-02-19 15:51:13+00:00
CUST-00199,user774@example.com,+2348094139980,vendor_b,2023-11-29 12:58:23+00:00,2026-02-19 15:51:13+00:00
CUST-00202,,+2348048825894,vendor_b,2023-03-29 17:27:00+00:00,2026-02-19 15:51:13+00:00
CUST-00206,user184@example.com,,vendor_b,2023-03-22 23:05:42+00:00,2026-02-19 15:51:13+00:00
CUST-00208,user437@pulse.africa,+2348058712990,vendor_b,2023-04-06 10:04:32+00:00,2026-02-19 15:51:13+00:00
CUST-00209,,,vendor_a,2023-09-05 12:57:00+00:00,2026-02-19 15:51:13+00:00
CUST-00212,user798@example.com,+2348087267850,vendor_a,2023-03-31 19:30:00+00:00,2026-02-19 15:51:13+00:00
CUST-00215,user1344@example.com,+2348062451520,vendor_a,2023-02-27 08:28:00+00:00,2026-02-19 15:51:13+00:00
CUST-00216,user1326@shop.ng,,vendor_a,2023-03-14 14:05:00+00:00,2026-02-19 15:51:13+00:00
CUST-00217,user580@pulse.africa,+2348064511783,vendor_b,2023-10-18 04:05:51+00:00,2026-02-19 15:51:13+00:00
CUST-00219,user1492@pulse.africa,+2348080332493,vendor_b,2023-03-20 12:29:48+00:00,2026-02-19 15:51:13+00:00
CUST-00224,user1461@pulse.africa,,vendor_b,2023-09-13 23:01:55+00:00,2026-02-19 15:51:13+00:00
CUST-00225,user573@mail.com,+2348012098962,vendor_b,2023-09-03 17:01:54+00:00,2026-02-19 15:51:13+00:00
CUST-00226,user756@example.com,+2348075478354,vendor_b,2023-11-09 04:13:27+00:00,2026-02-19 15:51:13+00:00
CUST-00228,user1246@pulse.africa,,vendor_b,2023-03-14 11:15:17+00:00,2026-02-19 15:51:13+00:00
CUST-00230,user1231@example.com,+2348060601468,vendor_b,2023-12-17 13:17:38+00:00,2026-02-19 15:51:13+00:00
CUST-00231,user261@shop.ng,+2348078390278,vendor_b,2023-12-31 03:08:42+00:00,2026-02-19 15:51:13+00:00
CUST-00232,,+2348012425579,vendor_a,2023-06-11 08:19:00+00:00,2026-02-19 15:51:13+00:00
CUST-00237,,+2348034880515,vendor_a,2023-08-10 23:27:00+00:00,2026-02-19 15:51:13+00:00
CUST-00241,user992@mail.com,+2348041124196,vendor_a,2023-10-03 17:35:00+00:00,2026-02-19 15:51:13+00:00
CUST-00242,user162@shop.ng,+2348014661179,vendor_b,2023-10-21 18:41:21+00:00,2026-02-19 15:51:13+00:00
CUST-00247,user1257@mail.com,+2348053075436,vendor_a,2023-12-10 01:51:00+00:00,2026-02-19 15:51:13+00:00
CUST-00248,user962@example.com,+2348084172174,vendor_b,2023-04-08 22:16:04+00:00,2026-02-19 15:51:13+00:00
CUST-00254,user318@pulse.africa,+2348025145751,vendor_a,2023-11-21 05:06:00+00:00,2026-02-19 15:51:13+00:00
CUST-00257,user1333@example.com,+2348022082719,vendor_a,2023-08-11 13:05:00+00:00,2026-02-19 15:51:13+00:00
CUST-00259,user1220@example.com,+2348046810385,vendor_a,2023-09-11 20:15:00+00:00,2026-02-19 15:51:13+00:00
CUST-00262,user842@mail.com,+2348056106831,vendor_b,2023-03-06 23:06:51+00:00,2026-02-19 15:51:13+00:00
CUST-00266,user542@example.com,+2348087671284,vendor_b,2023-01-21 17:07:15+00:00,2026-02-19 15:51:13+00:00
CUST-00267,user326@pulse.africa,+2348022517871,vendor_b,2023-10-10 18:30:08+00:00,2026-02-19 15:51:13+00:00
CUST-00268,user1335@pulse.africa,+2348079429969,vendor_a,2023-01-03 20:29:00+00:00,2026-02-19 15:51:13+00:00
CUST-00270,user1111@mail.com,+2348020170987,vendor_b,2023-04-22 20:56:46+00:00,2026-02-19 15:51:13+00:00
CUST-00271,user893@mail.com,+2348075937784,vendor_a,2023-05-02 15:53:00+00:00,2026-02-19 15:51:13+00:00
CUST-00276,user769@shop.ng,,vendor_b,2023-12-23 19:32:42+00:00,2026-02-19 15:51:13+00:00
CUST-00279,user1008@pulse.africa,,vendor_a,2023-12-16 14:38:00+00:00,2026-02-19 15:51:13+00:00
CUST-00282,user305@example.com,+2348092809273,vendor_b,2023-02-17 14:02:26+00:00,2026-02-19 15:51:13+00:00
CUST-00283,user1271@shop.ng,+2348023596829,vendor_a,2023-09-22 12:52:00+00:00,2026-02-19 15:51:13+00:00
CUST-00285,user398@example.com,+2348052477264,vendor_b,2023-11-20 22:02:38+00:00,2026-02-19 15:51:13+00:00
CUST-00286,user1209@example.com,+2348014362261,vendor_a,2023-08-20 07:34:00+00:00,2026-02-19 15:51:13+00:00
CUST-00287,user638@pulse.africa,+2348082127924,vendor_b,2023-05-13 03:29:12+00:00,2026-02-19 15:51:13+00:00
CUST-00289,user1261@pulse.africa,,vendor_a,2023-05-18 05:05:00+00:00,2026-02-19 15:51:13+00:00
CUST-00290,user400@shop.ng,,vendor_a,2023-11-29 17:45:00+00:00,2026-02-19 15:51:13+00:00
CUST-00293,,+2348045537084,vendor_a,2023-05-06 11:28:00+00:00,2026-02-19 15:51:13+00:00
CUST-00296,user84@example.com,+2348025532025,vendor_b,2023-02-13 19:47:45+00:00,2026-02-19 15:51:13+00:00
CUST-00297,user535@mail.com,,vendor_a,2023-06-20 11:34:00+00:00,2026-02-19 15:51:13+00:00
CUST-00300,user815@shop.ng,+2348098126056,vendor_a,2023-01-30 18:04:00+00:00,2026-02-19 15:51:13+00:00
CUST-00302,user774@shop.ng,,vendor_a,2023-07-23 00:46:00+00:00,2026-02-19 15:51:13+00:00
CUST-00304,user553@mail.com,+2348020866138,vendor_b,2023-09-01 10:18:05+00:00,2026-02-19 15:51:13+00:00
CUST-00306,user834@pulse.africa,+2348022120705,vendor_b,2023-09-13 19:15:21+00:00,2026-02-19 15:51:13+00:00
CUST-00308,user1132@shop.ng,+2348043816429,vendor_a,2023-11-02 03:35:00+00:00,2026-02-19 15:51:13+00:00
CUST-00309,user228@shop.ng,,vendor_b,2023-07-05 00:42:48+00:00,2026-02-19 15:51:13+00:00
CUST-00312,user132@mail.com,+2348039990423,vendor_a,2023-11-30 15:47:00+00:00,2026-02-19 15:51:13+00:00
CUST-00315,user544@example.com,+2348045462260,vendor_b,2023-06-14 08:56:44+00:00,2026-02-19 15:51:13+00:00
CUST-00316,user352@shop.ng,+2348031170843,vendor_a,2023-09-19 07:55:00+00:00,2026-02-19 15:51:13+00:00
CUST-00321,user802@mail.com,+2348071656739,vendor_b,2023-05-08 10:02:11+00:00,2026-02-19 15:51:13+00:00
CUST-00322,user83@shop.ng,+2348015925231,vendor_b,2023-07-10 17:44:56+00:00,2026-02-19 15:51:13+00:00
CUST-00323,user557@shop.ng,,vendor_a,2023-04-19 22:04:00+00:00,2026-02-19 15:51:13+00:00
CUST-00324,,+2348097694240,vendor_b,2023-11-14 07:57:17+00:00,2026-02-19 15:51:13+00:00
CUST-00325,user352@shop.ng,+2348092717934,vendor_a,2023-05-12 02:42:00+00:00,2026-02-19 15:51:13+00:00
CUST-00327,user307@pulse.africa,+2348039634895,vendor_a,2023-10-18 08:52:00+00:00,2026-02-19 15:51:13+00:00
CUST-00328,user192@mail.com,+2348061036278,vendor_a,2023-07-29 08:46:00+00:00,2026-02-19 15:51:13+00:00
CUST-00329,user330@pulse.africa,+2348076500726,vendor_a,2023-03-30 21:43:00+00:00,2026-02-19 15:51:13+00:00
CUST-00330,,+2348016141035,vendor_a,2023-12-04 11:42:00+00:00,2026-02-19 15:51:13+00:00
CUST-00331,,+2348051678306,vendor_b,2023-02-09 08:10:02+00:00,2026-02-19 15:51:13+00:00
CUST-00336,user921@shop.ng,+2348011185755,vendor_b,2023-10-29 22:05:12+00:00,2026-02-19 15:51:13+00:00
CUST-00337,user675@example.com,+2348037547678,vendor_b,2023-09-30 04:19:50+00:00,2026-02-19 15:51:13+00:00
CUST-00338,user535@mail.com,+2348038122623,vendor_a,2023-02-28 10:58:00+00:00,2026-02-19 15:51:13+00:00
CUST-00339,user877@shop.ng,,vendor_a,2023-09-28 07:55:00+00:00,2026-02-19 15:51:13+00:00
CUST-00340,user1133@mail.com,+2348014841900,vendor_a,2023-07-21 10:09:00+00:00,2026-02-19 15:51:13+00:00
CUST-00341,user722@pulse.africa,+2348033500064,vendor_b,2023-01-17 21:46:12+00:00,2026-02-19 15:51:13+00:00
CUST-00346,user1095@shop.ng,+2348074591190,vendor_a,2023-12-06 03:00:00+00:00,2026-02-19 15:51:13+00:00
CUST-00351,user763@shop.ng,+2348044639362,vendor_a,2023-11-30 12:58:00+00:00,2026-02-19 15:51:13+00:00
CUST-00353,user816@mail.com,+2348098487446,vendor_a,2023-03-02 02:38:00+00:00,2026-02-19 15:51:13+00:00
CUST-00354,user1173@pulse.africa,+2348097282022,vendor_b,2023-01-10 07:22:45+00:00,2026-02-19 15:51:13+00:00
CUST-00356,user584@pulse.africa,,vendor_b,2023-03-17 03:21:28+00:00,2026-02-19 15:51:13+00:00
CUST-00357,user1001@pulse.africa,+2348097363169,vendor_b,2023-06-03 06:24:06+00:00,2026-02-19 15:51:13+00:00
CUST-00359,user141@example.com,+2348043189803,vendor_b,2023-03-24 04:49:00+00:00,2026-02-19 15:51:13+00:00
CUST-00366,user598@pulse.africa,+2348073488839,vendor_b,2023-11-15 02:53:46+00:00,2026-02-19 15:51:13+00:00
CUST-00367,user477@mail.com,,vendor_b,2023-05-31 19:58:33+00:00,2026-02-19 15:51:13+00:00
CUST-00369,user316@pulse.africa,+2348099934747,vendor_b,2023-09-30 17:10:56+00:00,2026-02-19 15:51:13+00:00
CUST-00373,,+2348077388734,vendor_b,2023-09-28 11:20:52+00:00,2026-02-19 15:51:13+00:00
CUST-00374,user493@mail.com,+2348050302318,vendor_a,2023-08-13 00:34:00+00:00,2026-02-19 15:51:13+00:00
CUST-00377,user571@example.com,+2348063701561,vendor_b,2023-05-04 14:15:32+00:00,2026-02-19 15:51:13+00:00
CUST-00378,user856@shop.ng,+2348015446471,vendor_b,2023-01-26 23:22:28+00:00,2026-02-19 15:51:13+00:00
CUST-00381,user65@pulse.africa,,vendor_a,2023-04-01 09:57:00+00:00,2026-02-19 15:51:13+00:00
CUST-00382,user1040@pulse.africa,,vendor_b,2023-10-09 14:24:34+00:00,2026-02-19 15:51:13+00:00
CUST-00385,user764@example.com,+2348094131537,vendor_a,2023-07-17 16:38:00+00:00,2026-02-19 15:51:13+00:00
CUST-00386,user699@mail.com,+2348053537934,vendor_b,2023-12-24 21:21:08+00:00,2026-02-19 15:51:13+00:00
CUST-00387,user1463@shop.ng,+2348095255730,vendor_b,2023-10-24 13:38:14+00:00,2026-02-19 15:51:13+00:00
CUST-00388,user163@shop.ng,+2348079338228,vendor_b,2023-04-27 08:34:20+00:00,2026-02-19 15:51:13+00:00
CUST-00389,user41@pulse.africa,+2348088502768,vendor_b,2023-09-29 19:11:32+00:00,2026-02-19 15:51:13+00:00
CUST-00390,user412@pulse.africa,+2348027982209,vendor_a,2023-02-09 09:13:00+00:00,2026-02-19 15:51:13+00:00
CUST-00391,user327@example.com,,vendor_a,2023-12-10 11:19:00+00:00,2026-02-19 15:51:13+00:00
CUST-00393,,+2348054604683,vendor_a,2023-07-25 20:40:00+00:00,2026-02-19 15:51:13+00:00
CUST-00394,user460@mail.com,+2348098573727,vendor_b,2023-11-18 05:51:56+00:00,2026-02-19 15:51:13+00:00
CUST-00396,user729@mail.com,+2348064577083,vendor_b,2023-09-30 15:13:01+00:00,2026-02-19 15:51:13+00:00
CUST-00397,user1085@mail.com,+2348036481124,vendor_a,2023-03-19 11:40:00+00:00,2026-02-19 15:51:13+00:00
CUST-00398,user13@example.com,,vendor_b,2023-10-03 09:40:22+00:00,2026-02-19 15:51:13+00:00
CUST-00399,user673@mail.com,+2348036878050,vendor_a,2023-11-08 14:49:00+00:00,2026-02-19 15:51:13+00:00
CUST-00401,user339@shop.ng,+2348090093137,vendor_a,2023-05-01 08:29:00+00:00,2026-02-19 15:51:13+00:00
CUST-00404,user385@example.com,,vendor_a,2023-11-13 17:55:00+00:00,2026-02-19 15:51:13+00:00
CUST-00406,user542@mail.com,+2348045160491,vendor_b,2023-10-23 12:51:23+00:00,2026-02-19 15:51:13+00:00
CUST-00409,user780@example.com,,vendor_a,2023-11-20 22:54:00+00:00,2026-02-19 15:51:13+00:00
CUST-00412,user112@pulse.africa,+2348095109767,vendor_b,2023-11-09 01:37:52+00:00,2026-02-19 15:51:13+00:00
CUST-00413,,+2348056059442,vendor_a,2023-11-18 10:19:00+00:00,2026-02-19 15:51:13+00:00
CUST-00415,,+2348092937486,vendor_a,2023-10-20 23:20:00+00:00,2026-02-19 15:51:13+00:00
CUST-00417,,+2348058696806,vendor_b,2023-11-16 01:34:01+00:00,2026-02-19 15:51:13+00:00
CUST-00423,,+2348086299853,vendor_b,2023-02-27 17:06:47+00:00,2026-02-19 15:51:13+00:00
CUST-00424,user1369@example.com,+2348042282510,vendor_b,2023-04-15 19:45:45+00:00,2026-02-19 15:51:13+00:00
CUST-00428,,,vendor_b,2023-12-07 00:26:48+00:00,2026-02-19 15:51:13+00:00
CUST-00431,,+2348038425325,vendor_a,2023-07-03 23:29:00+00:00,2026-02-19 15:51:13+00:00
CUST-00432,user816@example.com,+2348021091816,vendor_a,2023-05-12 21:10:00+00:00,2026-02-19 15:51:13+00:00
CUST-00433,,+2348073085393,vendor_b,2023-11-03 22:13:17+00:00,2026-02-19 15:51:13+00:00
CUST-00434,user624@example.com,+2348087053633,vendor_a,2023-08-13 23:45:00+00:00,2026-02-19 15:51:13+00:00
CUST-00436,user112@pulse.africa,+2348039386729,vendor_b,2023-11-23 06:29:37+00:00,2026-02-19 15:51:13+00:00
CUST-00440,user357@example.com,+2348088295005,vendor_b,2023-02-19 00:38:45+00:00,2026-02-19 15:51:13+00:00
CUST-00442,,+2348062027391,vendor_a,2023-11-10 14:13:00+00:00,2026-02-19 15:51:13+00:00
CUST-00443,user1016@pulse.africa,,vendor_a,2023-03-06 12:12:00+00:00,2026-02-19 15:51:13+00:00
CUST-00444,user988@example.com,+2348067364292,vendor_a,2023-06-14 16:07:00+00:00,2026-02-19 15:51:13+00:00
CUST-00445,,+2348098607345,vendor_b,2023-06-10 13:15:18+00:00,2026-02-19 15:51:13+00:00
CUST-00448,,,vendor_a,2023-11-30 02:52:00+00:00,2026-02-19 15:51:13+00:00
CUST-00449,user228@example.com,+2348091826622,vendor_b,2023-11-01 19:39:57+00:00,2026-02-19 15:51:13+00:00
CUST-00452,,+2348041578870,vendor_b,2023-12-09 17:24:49+00:00,2026-02-19 15:51:13+00:00
CUST-00458,user1303@example.com,+2348057948542,vendor_a,2023-12-12 07:37:00+00:00,2026-02-19 15:51:13+00:00
CUST-00459,user1407@pulse.africa,+2348030178362,vendor_b,2023-05-08 08:09:42+00:00,2026-02-19 15:51:13+00:00
CUST-00460,user722@example.com,+2348063293282,vendor_b,2023-11-07 18:25:21+00:00,2026-02-19 15:51:13+00:00
CUST-00462,user369@pulse.africa,,vendor_b,2023-01-29 13:46:39+00:00,2026-02-19 15:51:13+00:00
CUST-00463,user1461@shop.ng,+2348052894344,vendor_a,2023-07-13 19:25:00+00:00,2026-02-19 15:51:13+00:00
CUST-00464,user51@shop.ng,+2348070006771,vendor_a,2023-06-07 19:16:00+00:00,2026-02-19 15:51:13+00:00
CUST-00465,user1034@example.com,+2348039364802,vendor_b,2023-11-14 21:04:46+00:00,2026-02-19 15:51:13+00:00
CUST-00466,user1288@mail.com,+2348033526512,vendor_a,2023-08-27 04:02:00+00:00,2026-02-19 15:51:13+00:00
CUST-00468,user745@example.com,+2348070996586,vendor_a,2023-08-05 08:50:00+00:00,2026-02-19 15:51:13+00:00
CUST-00469,user1380@pulse.africa,+2348089211057,vendor_b,2023-10-20 04:10:54+00:00,2026-02-19 15:51:13+00:00
CUST-00470,user573@shop.ng,+2348025184381,vendor_a,2023-12-11 22:21:00+00:00,2026-02-19 15:51:13+00:00
CUST-00471,user1091@shop.ng,+2348091827511,vendor_a,2023-05-09 23:36:00+00:00,2026-02-19 15:51:13+00:00
CUST-00475,user1280@shop.ng,+2348019890525,vendor_a,2023-05-17 19:28:00+00:00,2026-02-19 15:51:13+00:00
CUST-00476,user894@shop.ng,+2348014966557,vendor_a,2023-09-04 04:37:00+00:00,2026-02-19 15:51:13+00:00
CUST-00480,user953@example.com,,vendor_a,2023-08-10 10:01:00+00:00,2026-02-19 15:51:13+00:00
CUST-00483,,+2348096887136,vendor_b,2023-06-05 11:08:39+00:00,2026-02-19 15:51:13+00:00
CUST-00486,user510@mail.com,+2348035190520,vendor_a,2023-12-03 00:43:00+00:00,2026-02-19 15:51:13+00:00
CUST-00487,user26@example.com,+2348019029034,vendor_a,2023-04-05 07:57:00+00:00,2026-02-19 15:51:13+00:00
